用户ID,商品ID,行为类型,日期,小时
1002909,2897430,pv,2017-11-28,14
1002909,1359178,fav,2017-11-28,14
1002909,2453497,fav,2017-11-28,14
1002909,2469337,fav,2017-11-28,14
1002909,5088771,fav,2017-11-28,14
1002909,1940021,fav,2017-11-28,14
1002909,4742436,fav,2017-11-28,14
1002909,2640209,pv,2017-11-28,14
1002909,856729,pv,2017-11-28,14
1002909,1076476,fav,2017-11-28,14
1002909,856729,fav,2017-11-28,14
1002909,3406954,fav,2017-11-28,14
1002909,2263013,pv,2017-11-28,14
1002909,1783990,fav,2017-11-28,14
1002909,2705476,fav,2017-11-28,14
1002909,3712415,pv,2017-11-28,14
1002909,2353009,pv,2017-11-28,14
1002909,3838432,pv,2017-11-28,14
1002909,3777921,pv,2017-11-28,14
1002909,2863129,pv,2017-11-28,14
1002909,1139104,fav,2017-11-28,14
1002909,2671601,pv,2017-11-28,14
1002909,4257396,fav,2017-11-28,14
1002909,96288,pv,2017-11-28,14
1002909,2263013,pv,2017-11-28,14
1002909,3359552,pv,2017-11-28,14
1002909,2025813,pv,2017-11-28,14
1002909,1322706,fav,2017-11-28,14
1002909,917320,fav,2017-11-28,14
1002909,3788677,fav,2017-11-28,14
1002909,1961260,fav,2017-11-28,14
1002909,297783,pv,2017-11-28,15
1002909,2609461,pv,2017-11-28,15
1002909,4114558,fav,2017-11-28,15
1002909,673173,fav,2017-11-28,15
1002909,1139104,pv,2017-11-29,3
1002909,3687887,pv,2017-11-29,3
1002909,1139104,pv,2017-11-29,3
1002909,1049123,fav,2017-11-29,3
1002909,182454,pv,2017-11-29,3
1002909,2645554,pv,2017-11-29,5
1002909,856729,pv,2017-11-29,10
1002909,853853,pv,2017-11-29,10
1002909,4831634,fav,2017-11-29,10
1002909,206508,pv,2017-11-30,12
1002909,1624404,pv,2017-11-30,12
1002909,1091900,pv,2017-11-30,12
1002909,206508,pv,2017-11-30,12
1002909,349194,fav,2017-12-01,3
1002909,320169,pv,2017-12-01,11
1002909,3285990,pv,2017-12-01,13
1002909,5137454,pv,2017-12-01,13
1002909,3285990,pv,2017-12-01,13
1002909,3346764,fav,2017-12-01,13
1002909,3285990,pv,2017-12-01,13
1002909,4345543,pv,2017-12-01,13
1002909,3637045,fav,2017-12-01,13
1002909,3285990,pv,2017-12-01,13
1002909,531725,pv,2017-12-01,13
1002909,430477,fav,2017-12-01,13
1002909,3285990,pv,2017-12-01,13
1002909,24158,pv,2017-12-01,13
1002909,2990028,pv,2017-12-01,13
1002909,430477,pv,2017-12-01,13
1002909,3897292,pv,2017-12-01,13
1002909,2531472,pv,2017-12-01,13
1002909,3656335,pv,2017-12-01,13
1002909,3737670,fav,2017-12-01,13
1002909,3285990,pv,2017-12-01,13
1002909,4822535,pv,2017-12-01,13
1002909,3746116,pv,2017-12-01,13
1002909,785193,pv,2017-12-01,13
1002909,1894774,fav,2017-12-01,13
1002909,3285990,pv,2017-12-01,13
1002909,575530,fav,2017-12-01,14
1002909,3285990,pv,2017-12-01,14
1002909,1272864,fav,2017-12-01,14
1002909,3285990,pv,2017-12-01,14
1002909,1272864,pv,2017-12-01,14
1002909,2505118,fav,2017-12-01,15
1002909,5040682,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,2915886,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,2560121,pv,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,1796081,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,3352477,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,2551533,pv,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,3645147,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,3645147,pv,2017-12-01,15
1002909,4385293,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,1427772,pv,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,3645147,pv,2017-12-01,15
1002909,1745614,pv,2017-12-01,15
1002909,3645147,pv,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,4478184,pv,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,3645147,pv,2017-12-01,15
1002909,4252482,pv,2017-12-01,15
1002909,4138737,pv,2017-12-01,15
1002909,1592116,pv,2017-12-01,15
1002909,3686413,pv,2017-12-01,15
1002909,3101206,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,217982,fav,2017-12-01,15
1002909,2505118,pv,2017-12-01,15
1002909,2990382,pv,2017-12-01,15
1002909,1370564,pv,2017-12-01,15
1002909,3566305,pv,2017-12-01,16
1002909,2909642,pv,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,2909642,pv,2017-12-01,16
1002909,1632077,pv,2017-12-01,16
1002909,2909642,pv,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,2909642,pv,2017-12-01,16
1002909,8910,pv,2017-12-01,16
1002909,3300073,pv,2017-12-01,16
1002909,2084881,fav,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,1664812,pv,2017-12-01,16
1002909,4202390,pv,2017-12-01,16
1002909,1809151,pv,2017-12-01,16
1002909,4718572,pv,2017-12-01,16
1002909,1102775,fav,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,467423,pv,2017-12-01,16
1002909,4239883,pv,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,4144770,pv,2017-12-01,16
1002909,3001861,pv,2017-12-01,16
1002909,2423769,pv,2017-12-01,16
1002909,4144770,pv,2017-12-01,16
1002909,1664812,pv,2017-12-01,16
1002909,4718572,pv,2017-12-01,16
1002909,3300073,pv,2017-12-01,16
1002909,4239883,pv,2017-12-01,16
1002909,1102775,pv,2017-12-01,16
1002909,1960569,pv,2017-12-01,16
1002909,3622537,pv,2017-12-01,16
1002909,1022324,pv,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,1022324,pv,2017-12-01,16
1002909,976853,pv,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,2936031,fav,2017-12-01,16
1002909,2505118,pv,2017-12-01,16
1002909,450753,pv,2017-12-01,16
1002909,3645147,pv,2017-12-02,1
1002909,3155707,fav,2017-12-02,2
1002909,3645147,pv,2017-12-02,3
1002909,3155707,pv,2017-12-02,4
1002909,3645147,buy,2017-12-02,4
1002909,769326,pv,2017-12-02,4
1002909,4894651,fav,2017-12-02,4
1002909,3155707,pv,2017-12-02,4
1002909,4894651,pv,2017-12-02,4
1002909,2778455,fav,2017-12-02,4
1002909,3155707,pv,2017-12-02,4
1002909,4766370,fav,2017-12-02,4
1002909,3155707,pv,2017-12-02,4
1002909,4435573,fav,2017-12-02,7
1002909,3645147,pv,2017-12-02,9
1002909,2110423,cart,2017-12-02,10
1002909,4166159,pv,2017-12-02,10
1002909,4435573,pv,2017-12-02,10
1002909,4930430,pv,2017-12-02,10
1002909,1740289,fav,2017-12-02,10
1002909,4435573,pv,2017-12-02,10
1002909,3886036,pv,2017-12-02,10
1002909,2023108,pv,2017-12-02,10
1002909,2898217,cart,2017-12-02,11
1002909,4435573,pv,2017-12-02,11
1002909,2898217,pv,2017-12-02,11
1002909,2933483,fav,2017-12-02,11
1002909,4435573,pv,2017-12-02,11
1002909,2898217,pv,2017-12-02,11
1002909,295043,pv,2017-12-02,11
1002909,2898217,pv,2017-12-02,11
1002909,4435573,pv,2017-12-02,11
1002909,1757027,pv,2017-12-02,11
1002909,4659817,fav,2017-12-02,11
1002909,4435573,pv,2017-12-02,11
1002909,2838244,pv,2017-12-02,11
1002909,4435573,pv,2017-12-02,11
1002909,1757027,pv,2017-12-02,11
1002909,4435573,pv,2017-12-02,11
1002909,4897004,pv,2017-12-02,11
1002909,4000645,pv,2017-12-02,11
1002909,2694263,pv,2017-12-02,11
1002909,4435573,buy,2017-12-02,11
1002909,2778455,pv,2017-12-02,12
1002909,875088,pv,2017-12-02,12
1002909,1296883,pv,2017-12-02,13
1002909,3750692,pv,2017-12-02,13
1002909,4041462,pv,2017-12-02,13
1002909,1591677,pv,2017-12-02,13
1002909,1296883,fav,2017-12-02,13
1002909,4041462,pv,2017-12-02,13
1002909,2795838,pv,2017-12-02,15
1002909,3617291,fav,2017-12-02,15
1002909,3249073,pv,2017-12-02,15
1002909,3352293,pv,2017-12-02,15
1002909,2173797,pv,2017-12-02,15
1002909,2872214,fav,2017-12-02,15
1002909,2783237,pv,2017-12-02,15
1002909,554442,fav,2017-12-02,15
1002909,794006,pv,2017-12-03,0
1002909,3635160,pv,2017-12-03,0
1002909,3645147,pv,2017-12-03,0
1002909,2547236,pv,2017-12-03,0
1002909,2504865,pv,2017-12-03,0
1002909,1447834,pv,2017-12-03,0
1002909,2783237,pv,2017-12-03,0
1002909,554442,pv,2017-12-03,0
1002909,4435573,pv,2017-12-03,0
1002909,5073692,pv,2017-12-03,1
1002909,3342971,pv,2017-12-03,1
1002909,3451236,pv,2017-12-03,1
1002909,554442,pv,2017-12-03,1
1002909,3931709,pv,2017-12-03,1
1002909,859237,pv,2017-12-03,1
1002909,4829218,pv,2017-12-03,1
1002909,2651828,pv,2017-12-03,1
1002909,3669934,fav,2017-12-03,1
1002909,2067676,fav,2017-12-03,1
1002909,1051489,pv,2017-12-03,1
1002909,1211300,fav,2017-12-03,1
1002909,2219674,pv,2017-12-03,1
1002909,865793,pv,2017-12-03,1
1002909,1568743,pv,2017-12-03,1
1002909,2468998,pv,2017-12-03,1
1002909,3880649,pv,2017-12-03,1
1002909,3362139,fav,2017-12-03,2
1002909,2247563,fav,2017-12-03,2
1002909,4435573,pv,2017-12-03,2
1002909,2838244,pv,2017-12-03,2
1002909,4435573,pv,2017-12-03,2
1002909,2223309,pv,2017-12-03,2
1002909,4708420,pv,2017-12-03,2
1002909,3527159,fav,2017-12-03,3
1002909,3442295,fav,2017-12-03,4
1002909,1608838,pv,2017-12-03,4
1002909,3442295,pv,2017-12-03,4
1002909,2041909,fav,2017-12-03,4
1002909,3362139,pv,2017-12-03,5
1002909,4708420,pv,2017-12-03,5
1002909,4000645,pv,2017-12-03,5
1002909,3362139,pv,2017-12-03,5
1002909,4435573,pv,2017-12-03,5
1002909,3846692,pv,2017-12-03,9
1002909,2602285,fav,2017-12-03,9
1002909,3980717,pv,2017-12-03,9
1002909,4706078,fav,2017-12-03,9
1002909,474782,fav,2017-12-03,9
1002909,2898217,buy,2017-12-03,12
1002909,2110423,pv,2017-12-03,12
1002909,4458366,pv,2017-12-03,12
1002909,3362139,cart,2017-12-03,12
1002909,2671601,fav,2017-12-03,12
1002909,2706666,pv,2017-12-03,12
1002909,1388278,pv,2017-12-03,13
1002909,3527159,pv,2017-12-03,14
1002909,3362139,pv,2017-12-03,14
1002909,1153790,pv,2017-12-03,14
1002909,2694263,pv,2017-12-03,14
1002909,3527159,cart,2017-12-03,14
1002909,3362139,pv,2017-12-03,14
1002909,3527159,pv,2017-12-03,15
1002909,3362139,pv,2017-12-03,15
1002909,3527159,pv,2017-12-03,15
1002909,3562236,cart,2017-12-03,15
1002909,212101,pv,2017-12-03,15
1002909,964774,pv,2017-12-03,15
1002909,408972,pv,2017-12-03,15
1002909,3562236,fav,2017-12-03,15
1002909,3527159,pv,2017-12-03,15
1002909,3013597,pv,2017-12-03,15
1002909,964774,pv,2017-12-03,15
1002909,3527159,pv,2017-12-03,15
1002909,964774,pv,2017-12-03,15
1002909,3909534,pv,2017-12-03,15
1002909,3764231,fav,2017-12-03,15
1002909,3527159,pv,2017-12-03,15
1002909,3764231,pv,2017-12-03,15
1002909,964774,fav,2017-12-03,15
1002909,3527159,pv,2017-12-03,15
1002909,964774,pv,2017-12-03,15
1002909,3562236,cart,2017-12-03,15
100292,3768918,pv,2017-11-25,4
100292,1248691,pv,2017-11-25,19
100292,3768918,pv,2017-11-26,8
100292,1033948,pv,2017-11-26,10
100292,2946302,pv,2017-11-26,11
100292,4924149,pv,2017-11-26,11
100292,1180589,pv,2017-11-26,11
100292,2234601,pv,2017-11-26,11
100292,1144204,pv,2017-11-26,11
100292,2066705,pv,2017-11-26,11
100292,4742314,pv,2017-11-27,2
100292,1248691,pv,2017-11-27,6
100292,3101307,pv,2017-11-27,13
100292,1033948,pv,2017-11-27,13
100292,4939604,pv,2017-11-27,13
100292,2066705,pv,2017-11-27,13
100292,1033948,pv,2017-11-27,13
100292,1180589,pv,2017-11-27,13
100292,1144204,pv,2017-11-27,13
100292,3101307,buy,2017-11-27,14
100292,1248691,buy,2017-11-27,14
100292,4742314,pv,2017-11-27,14
100292,1248691,pv,2017-11-27,14
100292,4742314,pv,2017-11-27,14
100292,1248691,pv,2017-11-27,14
100292,124422,pv,2017-11-28,9
100292,638791,pv,2017-11-28,21
100292,3101307,pv,2017-11-29,10
100292,3768918,pv,2017-11-29,13
100292,346710,pv,2017-12-01,13
100292,1364048,pv,2017-12-01,13
100292,346710,pv,2017-12-01,13
100292,4012730,pv,2017-12-01,13
100292,346710,pv,2017-12-01,13
100292,638791,pv,2017-12-01,13
100292,460691,pv,2017-12-01,13
100292,715277,pv,2017-12-01,13
100292,460691,pv,2017-12-01,13
100292,1364048,pv,2017-12-01,13
100292,460691,pv,2017-12-01,13
100292,4158731,pv,2017-12-01,13
100292,3252392,pv,2017-12-01,13
100292,4010432,pv,2017-12-01,14
100292,4158731,pv,2017-12-01,14
100292,3252392,pv,2017-12-01,14
100292,2276882,pv,2017-12-01,14
100292,221827,pv,2017-12-01,14
100292,1248691,pv,2017-12-02,2
100292,3101307,pv,2017-12-02,2
100292,1248691,pv,2017-12-02,2
100292,3101307,pv,2017-12-02,2
100292,1248691,pv,2017-12-02,2
100292,1812543,pv,2017-12-02,4
100292,638791,pv,2017-12-03,9
100292,715277,pv,2017-12-03,9
1002927,1868137,pv,2017-11-25,1
1002927,3343258,pv,2017-11-25,1
1002927,2256042,pv,2017-11-25,1
1002927,2951523,pv,2017-11-25,1
1002927,934416,pv,2017-11-25,1
1002927,3788484,pv,2017-11-25,1
1002927,2077075,pv,2017-11-25,1
1002927,2256042,pv,2017-11-25,2
1002927,4718062,pv,2017-11-25,3
1002927,1692256,pv,2017-11-25,3
1002927,2810292,pv,2017-11-25,3
1002927,4629095,pv,2017-11-25,3
1002927,2410985,pv,2017-11-25,3
1002927,3542042,pv,2017-11-25,3
1002927,187524,pv,2017-11-25,3
1002927,4333868,pv,2017-11-25,3
1002927,2134608,pv,2017-11-25,3
1002927,1231971,pv,2017-11-25,3
1002927,1052330,pv,2017-11-25,3
1002927,3523245,pv,2017-11-25,3
1002927,1985619,pv,2017-11-25,3
1002927,4212126,pv,2017-11-25,4
1002927,1503106,pv,2017-11-25,4
1002927,2975643,pv,2017-11-25,4
1002927,1238158,pv,2017-11-25,4
1002927,2961116,cart,2017-11-25,4
1002927,2632836,pv,2017-11-25,4
1002927,4323721,pv,2017-11-25,4
1002927,4106416,pv,2017-11-25,4
1002927,2775051,pv,2017-11-25,4
1002927,565658,pv,2017-11-25,4
1002927,4323721,buy,2017-11-25,4
1002927,3620222,pv,2017-11-25,5
1002927,768477,pv,2017-11-25,5
1002927,2605026,pv,2017-11-25,5
1002927,425510,pv,2017-11-25,5
1002927,2736910,pv,2017-11-25,6
1002927,3234213,pv,2017-11-25,6
1002927,4558085,pv,2017-11-25,6
1002927,2831366,pv,2017-11-25,6
1002927,2484348,fav,2017-11-25,6
1002927,4744252,pv,2017-11-25,6
1002927,3379209,pv,2017-11-25,13
1002927,2199553,pv,2017-11-25,16
1002927,2723557,pv,2017-11-25,16
1002927,3722390,pv,2017-11-25,16
1002927,3465586,pv,2017-11-25,16
1002927,4351561,pv,2017-11-25,16
1002927,4589384,pv,2017-11-25,16
1002927,791770,pv,2017-11-25,16
1002927,500641,pv,2017-11-25,16
1002927,2095742,pv,2017-11-25,16
1002927,46580,pv,2017-11-25,16
1002927,1871881,cart,2017-11-25,16
1002927,3482504,pv,2017-11-25,16
1002927,4981070,pv,2017-11-25,16
1002927,1605326,pv,2017-11-25,16
1002927,35375,pv,2017-11-26,3
1002927,4602205,pv,2017-11-26,3
1002927,35375,buy,2017-11-26,3
1002927,1069026,pv,2017-11-26,3
1002927,1298561,pv,2017-11-26,3
1002927,2961116,pv,2017-11-26,10
1002927,3192703,pv,2017-11-26,23
1002927,1069026,pv,2017-11-27,4
1002927,35375,pv,2017-11-27,5
1002927,1871881,pv,2017-11-27,12
1002927,1762506,cart,2017-11-27,15
1002927,4717744,pv,2017-11-27,15
1002927,3336391,pv,2017-11-27,15
1002927,1802204,pv,2017-11-27,15
1002927,1762506,pv,2017-11-27,16
1002927,454269,pv,2017-11-29,2
1002927,2961116,pv,2017-11-29,6
1002927,1762506,buy,2017-11-29,6
1002927,1898200,pv,2017-11-29,6
1002927,35375,pv,2017-11-29,7
1002927,3658306,pv,2017-11-29,7
1002927,2748165,pv,2017-11-29,7
1002927,4050407,pv,2017-11-29,7
1002927,1916769,pv,2017-11-29,7
1002927,3772643,pv,2017-11-29,10
1002927,4558085,pv,2017-11-29,10
1002927,1643712,pv,2017-11-29,10
1002927,4249975,cart,2017-11-29,10
1002927,2256042,pv,2017-11-29,10
1002927,3057678,pv,2017-11-29,10
1002927,54117,pv,2017-11-29,10
1002927,1772738,pv,2017-11-29,10
1002927,54117,cart,2017-11-29,10
1002927,616391,pv,2017-11-29,10
1002927,1012055,pv,2017-11-29,10
1002927,2874865,pv,2017-11-29,10
1002927,785594,pv,2017-11-29,10
1002927,4119819,pv,2017-11-29,10
1002927,3260700,pv,2017-11-29,10
1002927,444150,pv,2017-11-29,10
1002927,2160144,pv,2017-11-29,10
1002927,5013298,pv,2017-11-29,10
1002927,4319640,pv,2017-11-29,10
1002927,3337716,pv,2017-11-29,10
1002927,4081595,pv,2017-11-29,10
1002927,2519864,pv,2017-11-29,10
1002927,990661,pv,2017-11-29,10
1002927,1606712,pv,2017-11-29,10
1002927,54117,pv,2017-11-29,10
1002927,3008190,pv,2017-11-29,10
1002927,5052633,pv,2017-11-29,10
1002927,4696239,pv,2017-11-29,10
1002927,1989067,pv,2017-11-29,10
1002927,4696239,cart,2017-11-29,10
1002927,1348316,pv,2017-11-29,10
1002927,3528213,pv,2017-11-29,10
1002927,836202,pv,2017-11-29,10
1002927,5100509,pv,2017-11-29,10
1002927,4229616,pv,2017-11-29,11
1002927,2883611,pv,2017-11-29,11
1002927,5124080,pv,2017-11-29,11
1002927,2557785,pv,2017-11-29,11
1002927,2748165,pv,2017-11-29,11
1002927,2781229,pv,2017-11-29,11
1002927,2211027,pv,2017-11-29,11
1002927,4221248,pv,2017-11-29,11
1002927,4270934,pv,2017-11-29,11
1002927,2695795,pv,2017-11-29,11
1002927,4221248,buy,2017-11-29,11
1002927,2637060,pv,2017-11-29,11
1002927,4221248,pv,2017-11-29,11
1002927,4696239,pv,2017-11-29,11
1002927,54117,pv,2017-11-29,11
1002927,4696239,pv,2017-11-29,11
1002927,54117,pv,2017-11-29,11
1002927,4696239,pv,2017-11-29,13
1002927,54117,pv,2017-11-29,13
1002927,4696239,pv,2017-11-29,14
1002927,54117,pv,2017-11-29,14
1002927,1606712,pv,2017-11-29,14
1002927,4319640,pv,2017-11-29,14
1002927,1772738,pv,2017-11-29,14
1002927,2692119,pv,2017-11-29,14
1002927,4280523,pv,2017-11-29,14
1002927,4496179,pv,2017-11-29,14
1002927,3992873,pv,2017-11-29,14
1002927,5061096,pv,2017-11-29,14
1002927,2967615,pv,2017-11-29,14
1002927,2987644,pv,2017-11-29,14
1002927,54117,pv,2017-11-29,14
1002927,5100509,pv,2017-11-29,14
1002927,3528213,pv,2017-11-29,14
1002927,1348316,pv,2017-11-29,14
1002927,5052633,pv,2017-11-29,14
1002927,3192703,pv,2017-11-29,14
1002927,497961,pv,2017-11-30,4
1002927,2982183,pv,2017-11-30,4
1002927,4102667,pv,2017-11-30,4
1002927,3772643,pv,2017-11-30,4
1002927,3827801,pv,2017-11-30,11
1002927,2761440,pv,2017-11-30,11
1002927,1406593,pv,2017-11-30,11
1002927,624576,pv,2017-11-30,11
1002927,715408,pv,2017-11-30,11
1002927,5075315,pv,2017-11-30,11
1002927,2739504,pv,2017-11-30,11
1002927,2429030,pv,2017-11-30,11
1002927,2498470,pv,2017-11-30,11
1002927,3898602,pv,2017-11-30,11
1002927,4837943,pv,2017-11-30,11
1002927,3509037,pv,2017-11-30,11
1002927,1780384,pv,2017-11-30,11
1002927,2070320,pv,2017-11-30,11
1002927,3786628,pv,2017-11-30,11
1002927,2177277,pv,2017-11-30,11
1002927,2007800,pv,2017-11-30,11
1002927,2177277,pv,2017-11-30,11
1002927,1146579,pv,2017-11-30,11
1002927,4168009,pv,2017-11-30,11
1002927,2296916,pv,2017-11-30,11
1002927,433760,pv,2017-11-30,11
1002927,1897285,pv,2017-11-30,11
1002927,900814,pv,2017-11-30,11
1002927,75723,pv,2017-11-30,11
1002927,4696239,pv,2017-11-30,11
1002927,54117,pv,2017-11-30,12
1002927,4109411,pv,2017-11-30,14
1002927,3982992,pv,2017-11-30,14
1002927,4133976,pv,2017-11-30,14
1002927,4364957,pv,2017-11-30,14
1002927,2432335,pv,2017-11-30,14
1002927,1587745,pv,2017-11-30,14
1002927,201629,pv,2017-11-30,14
1002927,2232926,pv,2017-12-01,7
1002927,222836,pv,2017-12-01,7
1002927,4668260,pv,2017-12-01,7
1002927,222836,pv,2017-12-01,7
1002927,2849226,pv,2017-12-01,7
1002927,4696239,pv,2017-12-01,7
1002927,3844511,pv,2017-12-01,7
1002927,1811518,pv,2017-12-01,7
1002927,4696239,pv,2017-12-01,7
1002927,2168713,pv,2017-12-01,7
1002927,4804899,pv,2017-12-01,7
1002927,2642874,pv,2017-12-01,7
1002927,2586810,pv,2017-12-01,7
1002927,4495821,pv,2017-12-01,7
1002927,2778352,pv,2017-12-01,7
1002927,4804899,pv,2017-12-01,7
1002927,2543689,pv,2017-12-01,9
1002927,4102262,pv,2017-12-01,9
1002927,2543689,pv,2017-12-01,9
1002927,3167307,pv,2017-12-01,9
1002927,4696239,buy,2017-12-01,9
1002927,4229616,pv,2017-12-01,9
1002927,4696239,pv,2017-12-01,9
1002927,1038111,pv,2017-12-01,11
1002927,3094308,pv,2017-12-01,12
1002927,4932938,cart,2017-12-01,12
1002927,2936505,pv,2017-12-01,12
1002927,3423018,pv,2017-12-01,13
1002927,2936505,pv,2017-12-01,13
1002927,4133976,cart,2017-12-01,13
1002927,1362825,cart,2017-12-01,13
1002927,1146579,pv,2017-12-01,13
1002927,1145553,pv,2017-12-01,13
1002927,4837943,pv,2017-12-01,13
1002927,1897285,pv,2017-12-01,13
1002927,2296916,cart,2017-12-01,13
1002927,5075315,pv,2017-12-01,13
1002927,714655,pv,2017-12-01,13
1002927,3001059,pv,2017-12-01,13
1002927,1561683,pv,2017-12-01,13
1002927,3152768,pv,2017-12-01,13
1002927,4075754,pv,2017-12-01,13
1002927,2823348,pv,2017-12-01,13
1002927,3052761,pv,2017-12-01,13
1002927,1313532,pv,2017-12-01,13
1002927,4125855,pv,2017-12-01,13
1002927,1103619,pv,2017-12-01,13
1002927,1651657,pv,2017-12-01,13
1002927,2224673,pv,2017-12-01,13
1002927,3176952,pv,2017-12-01,13
1002927,4901694,pv,2017-12-01,13
1002927,4273398,pv,2017-12-01,13
1002927,1541835,pv,2017-12-01,13
1002927,3369529,pv,2017-12-01,13
1002927,2313548,pv,2017-12-01,13
1002927,1780384,pv,2017-12-01,13
1002927,2313548,pv,2017-12-01,13
1002927,5075315,pv,2017-12-01,13
1002927,2313548,cart,2017-12-01,14
1002927,1146579,pv,2017-12-01,14
1002927,2296916,pv,2017-12-01,14
1002927,3159121,pv,2017-12-01,14
1002927,5115507,pv,2017-12-01,14
1002927,882982,pv,2017-12-01,14
1002927,3158800,pv,2017-12-01,14
1002927,902745,pv,2017-12-01,14
1002927,1362825,pv,2017-12-01,14
1002927,4133976,pv,2017-12-01,14
1002927,1362825,pv,2017-12-01,14
1002927,2498470,pv,2017-12-01,14
1002927,5110676,pv,2017-12-01,14
1002927,327688,pv,2017-12-01,14
1002927,1651657,pv,2017-12-01,14
1002927,1454006,fav,2017-12-01,14
1002927,1298561,pv,2017-12-02,1
1002927,1762506,pv,2017-12-02,5
1002927,2693206,pv,2017-12-03,5
1002927,4977340,pv,2017-12-03,5
1002927,896259,pv,2017-12-03,5
1002927,1823769,pv,2017-12-03,5
1002927,147677,pv,2017-12-03,5
1002927,2060861,pv,2017-12-03,5
1002927,4127945,pv,2017-12-03,5
1002927,1960255,pv,2017-12-03,5
1002927,3209651,pv,2017-12-03,5
1002927,2745582,pv,2017-12-03,6
1002927,1454006,cart,2017-12-03,6
1002927,2436988,pv,2017-12-03,6
1002927,1931730,pv,2017-12-03,6
1002927,4929397,pv,2017-12-03,6
1002927,1931730,pv,2017-12-03,6
1002927,5098202,pv,2017-12-03,6
1002927,1763677,pv,2017-12-03,6
1002927,3454410,pv,2017-12-03,6
1002927,185770,pv,2017-12-03,6
1002927,4234102,pv,2017-12-03,6
1002927,219120,pv,2017-12-03,6
1002927,2296916,fav,2017-12-03,6
1002927,2313548,pv,2017-12-03,6
1002927,1454006,pv,2017-12-03,6
1002927,2296916,pv,2017-12-03,6
1002927,733592,pv,2017-12-03,7
1002927,2444777,pv,2017-12-03,7
1002927,3445958,pv,2017-12-03,7
1002927,2444777,pv,2017-12-03,7
1002927,3102711,pv,2017-12-03,7
1002927,2936505,pv,2017-12-03,7
1002927,16819,pv,2017-12-03,7
1002927,2238421,cart,2017-12-03,7
1002927,2847552,pv,2017-12-03,7
1002927,1253867,pv,2017-12-03,7
1002927,4375392,pv,2017-12-03,7
1002927,16819,cart,2017-12-03,7
1002927,2620205,pv,2017-12-03,8
1002927,4731332,pv,2017-12-03,8
1002927,2350391,pv,2017-12-03,8
1002927,2620205,pv,2017-12-03,8
1002927,3787220,pv,2017-12-03,8
1002927,3899045,pv,2017-12-03,8
1002927,4361692,pv,2017-12-03,8
1002927,2685846,pv,2017-12-03,8
1002927,2211027,pv,2017-12-03,8
1002927,3975297,pv,2017-12-03,8
1002927,856297,pv,2017-12-03,8
1002927,1860841,pv,2017-12-03,8
1002927,856297,pv,2017-12-03,8
1002927,2350391,pv,2017-12-03,8
1002927,2620205,pv,2017-12-03,8
1002927,4731332,pv,2017-12-03,8
1002927,2620205,pv,2017-12-03,8
1002927,640703,cart,2017-12-03,9
1002927,4696239,pv,2017-12-03,10
1002927,2238421,pv,2017-12-03,10
1002927,5075315,pv,2017-12-03,10
1002927,1314856,pv,2017-12-03,10
1002927,2229909,pv,2017-12-03,10
1002927,2620205,pv,2017-12-03,10
1002927,4731332,pv,2017-12-03,10
1002927,2620205,cart,2017-12-03,10
1002927,881080,pv,2017-12-03,10
1002927,668461,pv,2017-12-03,10
1002927,2353714,pv,2017-12-03,10
1002927,2714031,pv,2017-12-03,10
1002927,2977685,pv,2017-12-03,10
1002927,935930,pv,2017-12-03,11
1002927,418390,pv,2017-12-03,11
1002927,2620205,pv,2017-12-03,11
1002927,2238421,pv,2017-12-03,11
1002927,3138435,pv,2017-12-03,11
1002928,1108897,pv,2017-11-25,1
1002928,3851138,pv,2017-11-25,1
1002928,1108897,pv,2017-11-25,13
1002928,454473,pv,2017-11-25,13
1002928,1147687,pv,2017-11-25,14
1002928,19344,pv,2017-11-25,15
1002928,4467892,pv,2017-11-25,15
1002928,1776210,pv,2017-11-25,15
1002928,1620990,cart,2017-11-25,15
1002928,3344289,pv,2017-11-25,15
1002928,2532978,pv,2017-11-25,15
1002928,305406,pv,2017-11-25,15
1002928,2426697,pv,2017-11-25,15
1002928,1651751,pv,2017-11-26,15
1002928,776987,pv,2017-11-26,15
1002928,4997969,pv,2017-11-26,15
